0,1,2,3,4,5
1.3177333924687192e-05,2.0106514949771915e-07,0.9906230382808919,0.009358782516993522,4.800803040398239e-06,lean_right
0.016266972946966572,0.007589685020395072,0.0037227527121123406,0.972153923709356,0.00026666561116997576,proper
0.9882413058757895,0.0008577162442283434,0.0012434572106112497,0.008374265205081393,0.0012832554642896496,lean_forward
7.368699815857436e-05,0.9889397528907101,1.3348352545217222e-05,0.01094294870968892,3.0263048897158615e-05,lean_left
5.668629140346172e-05,2.116367362367714e-06,0.9957034954783299,0.004168532672800031,6.916919010424519e-05,lean_right
7.352477063100449e-06,3.0935435742652395e-06,0.9953502627119865,0.004501793486645168,0.00013749778073102328,lean_right
1.5647923464643317e-05,1.1061123436820559e-05,0.9925921460918984,0.007115569657714392,0.00026557520348552367,lean_right
4.301429337324667e-05,0.9919269522702794,1.0296043033870454e-05,0.007988444846424627,3.129254688867929e-05,lean_left
0.0024347832095612176,1.1681980673673334e-06,2.46053635603111e-06,8.613840418197998e-12,0.9975615880474016,slouch
0.003139462307443218,8.213735696937876e-07,2.061272983302601e-06,5.893365182648467e-12,0.9968576550401105,slouch
0.001420801847919049,1.7773114823579407e-06,5.206363869805676e-06,2.123707317533245e-11,0.9985722144554917,slouch
4.197285743239969e-05,0.9920972983055286,1.0591088430616768e-05,0.007817678971950624,3.2458776657761276e-05,lean_left
7.438209581497867e-05,1.2731705764781242e-06,0.9962249561269653,0.0036580344041467695,4.135420249650125e-05,lean_right
0.9638251175593489,0.005719485142013714,0.0027936850779514168,0.019762356757309408,0.007899355463376563,lean_forward
0.984642635145448,0.0011620159139493732,0.0016940071530218107,0.01077907374162052,0.0017222680459605543,lean_forward
0.02163022753194626,0.007543092875153697,0.004700239812967014,0.9659138267706443,0.00021261300928881248,proper
0.001968249625616574,1.1515232084228952e-06,3.173604513178287e-06,9.523359084772292e-12,0.9980274252371385,slouch
8.525710554705471e-05,1.5517078147121858e-06,0.9956879219770148,0.004179484797969246,4.57844116540047e-05,lean_right
0.014394227579169935,0.007165886589900599,0.0033680487998155096,0.974843688452405,0.00022814857870899344,proper
0.0030823581191469526,1.1534651908782838e-06,2.239830797706421e-06,8.088205395240066e-12,0.9969142485767762,slouch
0.0017171936872596783,1.1397355498925959e-06,4.153619610588701e-06,1.0694424795921231e-11,0.9982775129468854,slouch
0.9597024798236705,0.00542936608497693,0.0035595754189194136,0.023451726255469527,0.00785685241696352,lean_forward
0.0002106706105225867,0.9832767282193358,1.1775778162590488e-05,0.016480855660864102,1.9969731114937893e-05,lean_left
0.942974502207592,0.003212068917678436,0.002682733682661623,0.0453723256499662,0.005758369542101396,lean_forward
0.9857300987409102,0.0010231530578069692,0.0016075046695500266,0.010029437176883722,0.0016098063548491126,lean_forward
0.0007651287909786352,2.6423865767959928e-06,6.857768983637565e-06,3.377184311964211e-11,0.9992253710196891,slouch
0.9324341827185645,0.0022376446749115208,0.0011012974087276028,0.060814933166497435,0.003411942031298796,lean_forward
1.7204319932944473e-05,9.897839496980306e-06,0.9926300688452375,0.007086252602230547,0.00025657639310181803,lean_right
0.988397101974388,0.0008227132969541518,0.0012164677305465204,0.008309185869391028,0.0012545311287202059,lean_forward
4.07227983160378e-05,0.9923235854846713,1.047973029501493e-05,0.007592603286463468,3.2608700254221196e-05,lean_left
0.980219555207467,0.0007167644442546942,0.0006072873879441015,0.01692548488131595,0.0015309080790182515,lean_forward
0.0020701787785798783,1.2008869483257616e-06,2.675795580391524e-06,8.51250783557393e-12,0.997925944530379,slouch
0.026453240396096995,0.011360163640057314,0.005185884692918795,0.9566387759742033,0.00036193529672370455,proper
0.9492909944837264,0.0024004879628657647,0.0012925477492251953,0.04292140000700081,0.0040945697971818745,lean_forward
0.0018729292967314573,1.2740866682798494e-06,3.0227642277280837e-06,9.89933858846047e-12,0.9981227738424733,slouch
0.9693185141774289,0.0012415315975724786,0.0009539847522061231,0.025729786003538438,0.0027561834692538625,lean_forward
1.3018208297569422e-05,1.7968292953136e-07,0.9923826821856147,0.007599469229460854,4.650693697428587e-06,lean_right
0.0240937873965868,0.006939351695274099,0.004630840132576475,0.9641394728883005,0.00019654788726215506,proper
6.888829867978298e-05,0.9911398753384376,8.48190358087165e-06,0.008754744698106425,2.800976119521396e-05,lean_left
6.668118317196807e-05,0.9897768213026477,1.3087970450319414e-05,0.010114385805355291,2.9023738374774656e-05,lean_left
0.0012509045308825813,2.0757328571925373e-06,4.384108350528649e-06,1.8130511193990275e-11,0.9987426356097793,slouch
0.0035380320920368343,1.0966594034724496e-06,2.3675179353101938e-06,8.333310534740364e-12,0.9964585037222912,slouch
