Reading 1,Reading 2,Reading 3,Reading 4,Label,Baseline
587,613,607,531,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
583,617,600,535,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
576,619,592,540,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
569,622,585,545,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
562,625,580,553,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
554,627,574,556,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
546,628,569,558,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
535,626,561,556,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
526,622,553,553,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
524,624,551,554,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
519,622,546,552,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
517,622,544,552,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
515,622,541,551,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
516,625,541,552,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
518,627,541,555,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
519,627,540,555,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
522,629,540,557,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
525,632,543,559,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
530,635,545,560,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
536,637,548,561,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
544,639,552,562,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
550,640,556,562,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
560,644,562,564,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
564,641,562,561,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
572,643,568,561,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
581,645,574,563,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
585,643,575,559,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
590,643,579,559,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
592,642,580,556,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
597,641,581,554,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
600,642,584,555,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
603,641,585,553,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
606,643,587,553,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
607,642,586,551,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
609,642,586,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
610,642,587,548,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
609,640,586,546,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
610,640,587,546,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
606,641,588,545,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
609,641,588,545,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
609,641,589,545,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
603,642,590,545,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
607,643,590,545,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
608,643,590,545,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
609,643,591,544,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
608,642,591,544,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
607,642,590,543,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
608,642,591,543,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
609,642,591,543,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
608,642,591,543,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
609,641,591,543,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
610,641,593,544,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
610,639,592,544,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
617,639,592,543,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
612,640,593,544,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
611,641,593,543,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
614,643,595,546,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
621,643,594,546,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
616,645,595,546,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,644,594,543,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
613,643,593,541,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
610,641,593,540,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
613,640,593,540,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
611,640,592,540,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
611,640,593,540,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
612,641,593,541,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
611,641,593,541,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
612,641,593,542,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
612,640,593,541,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
612,641,594,542,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
613,641,594,542,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,640,593,543,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
612,640,593,543,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
612,641,593,543,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
620,641,593,544,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
618,639,591,541,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
612,639,592,541,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
617,639,591,541,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
612,639,591,542,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
612,639,591,542,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
618,639,591,542,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
618,639,592,542,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
620,639,592,542,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
612,640,592,543,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
618,640,592,543,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
612,640,592,543,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
613,640,592,543,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
615,640,592,543,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
613,640,592,543,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
613,640,592,544,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
620,640,593,544,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
617,640,592,544,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
620,640,593,543,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
615,640,592,544,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
615,640,593,544,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
614,640,592,544,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
616,640,592,545,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
614,640,593,545,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
620,640,593,544,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,640,593,545,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
614,640,593,545,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
614,640,593,545,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
614,641,594,545,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
621,641,594,546,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
615,641,594,546,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
615,642,595,546,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
622,641,595,546,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
616,641,595,546,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
615,642,595,546,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
622,642,595,547,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
616,641,595,547,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
616,642,596,548,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,642,596,547,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
623,642,595,547,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
616,642,596,548,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,642,596,548,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
616,642,596,548,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
616,642,596,548,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
618,642,596,548,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
624,643,596,548,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
623,642,596,548,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
620,644,598,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
616,642,596,548,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
624,642,596,548,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
617,642,596,548,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
617,643,596,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
618,643,598,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
618,643,597,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
624,643,597,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
618,644,598,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
625,643,598,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,644,598,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,644,598,551,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
622,644,598,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
626,644,598,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,644,598,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
620,644,598,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
622,644,598,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,644,599,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
626,644,598,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
618,644,598,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
621,643,598,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,644,598,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
625,643,597,548,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
621,644,598,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,644,598,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,644,598,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
624,643,597,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,643,597,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
624,643,597,548,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
621,643,598,548,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
620,643,598,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,643,598,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
625,643,598,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
624,643,598,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,644,598,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
620,645,599,551,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
618,643,597,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
624,643,597,548,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
620,643,596,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
620,644,597,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
625,644,597,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,644,597,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
621,645,597,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
625,645,597,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,645,598,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
621,647,599,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,645,598,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,646,598,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
626,646,598,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
624,646,598,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,646,599,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,646,599,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,646,599,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,646,599,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
620,647,600,552,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,646,598,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,646,599,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
625,646,598,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,646,599,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,646,598,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
620,647,600,552,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
625,645,598,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
618,646,598,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
618,646,598,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
625,646,598,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
618,646,598,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,647,598,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
624,646,598,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
618,646,598,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,647,599,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
620,648,601,552,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
618,646,598,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
625,646,598,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
618,646,598,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,646,598,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,646,598,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
618,646,598,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
618,646,598,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,646,598,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,647,599,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
622,647,599,551,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
627,648,600,552,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
626,645,598,549,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,646,598,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,646,599,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,646,599,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,647,599,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,646,598,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,646,598,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
626,646,598,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,646,599,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,646,599,551,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
619,647,599,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
620,646,599,550,proper,"241.64948453608247,224.6701030927835,110.68041237113403,112.03092783505154"
