Reading 1,Reading 2,Reading 3,Reading 4,Reading 5,Reading 6,Reading 7,Reading 8,Reading 9,Reading 10,Label,Baseline
490,308,176,506,280,380,179,218,160,490,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
490,307,176,507,280,381,182,218,160,490,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
490,307,176,507,281,380,181,218,161,490,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
491,308,176,507,280,379,182,218,161,492,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
491,308,176,507,281,378,182,218,161,491,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
491,308,176,506,283,379,187,217,160,491,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
490,310,175,505,283,378,184,215,159,490,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
490,310,177,505,284,380,179,213,159,490,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
490,313,179,506,285,381,179,214,160,490,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
490,312,179,506,286,384,181,215,160,489,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
488,313,180,506,285,384,181,216,160,488,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
488,314,180,506,286,385,181,216,160,488,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
488,313,178,505,284,382,178,216,160,488,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,306,173,506,283,378,176,216,159,489,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,299,171,506,284,378,176,215,159,489,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,300,171,506,283,377,178,216,159,489,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,301,171,506,282,377,179,215,158,489,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,300,171,505,280,375,179,214,158,489,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
488,300,169,505,280,375,176,214,158,488,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
487,299,169,505,280,374,176,214,157,487,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
487,299,170,504,281,374,179,215,158,488,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
488,298,170,504,281,374,179,215,157,488,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
488,299,170,505,282,373,179,216,158,488,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,301,169,506,283,375,180,217,158,489,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,301,171,506,283,375,179,217,159,488,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,301,172,505,283,376,178,217,159,489,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
490,302,173,506,282,377,178,217,159,490,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
490,302,173,507,282,377,178,217,159,490,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
490,301,173,506,281,375,177,218,159,490,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
490,300,173,506,281,374,179,218,159,490,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
491,301,173,508,281,374,179,218,160,491,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
491,300,173,506,281,373,179,218,159,491,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
490,299,173,507,280,374,179,218,159,490,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
490,299,172,507,280,373,180,218,159,490,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
490,299,173,507,281,374,180,219,159,490,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
491,299,172,508,280,374,180,220,159,491,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
490,300,173,507,280,374,180,219,159,490,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
491,300,174,508,280,374,180,220,159,491,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
491,300,173,508,280,374,180,220,160,491,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
490,300,172,508,280,374,180,220,160,490,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
490,300,172,507,279,374,180,219,160,490,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,300,173,507,278,373,180,220,160,490,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
490,301,173,507,278,373,180,220,160,490,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,300,172,507,278,372,180,220,160,489,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,300,173,507,279,373,180,220,160,489,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,300,173,507,278,373,180,220,160,489,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,301,173,507,278,374,179,220,160,489,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
490,301,174,507,278,373,180,221,160,489,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,301,173,507,278,374,180,220,160,489,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,301,173,508,278,373,180,220,160,489,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,301,172,508,277,372,180,220,160,489,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
488,300,172,507,276,372,180,220,159,488,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
488,300,172,508,275,372,180,220,159,488,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,301,173,508,276,372,180,220,160,489,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,301,173,508,276,372,180,220,160,488,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,301,172,509,276,372,180,220,160,489,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,301,173,508,276,371,181,221,160,489,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,300,173,509,276,371,181,221,160,489,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
490,301,173,509,276,371,181,221,160,489,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,301,174,508,277,371,181,221,160,489,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,301,174,508,276,371,181,221,160,489,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,300,173,509,276,371,181,221,160,489,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
488,300,173,508,275,370,181,221,159,488,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,300,172,508,274,370,181,221,159,488,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
488,300,172,508,274,370,181,221,159,488,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
488,300,172,509,275,370,180,221,159,488,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
488,299,172,508,275,370,180,221,159,488,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
488,300,172,507,274,369,181,221,159,488,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
488,299,172,507,275,370,181,221,159,488,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
488,300,173,507,275,370,181,221,159,488,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,299,171,510,274,370,181,220,159,488,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,300,172,507,275,371,181,221,160,489,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,300,172,506,274,370,181,221,160,489,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
488,300,171,505,274,370,180,221,160,488,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
488,300,171,505,274,370,181,220,160,488,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
488,299,171,505,274,369,181,220,160,488,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,299,171,505,274,369,181,221,160,489,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
489,299,170,505,274,370,181,221,160,489,slouch,"79.95876288659794,83.23711340206185,119.83505154639175,82.81443298969072,101.38144329896907,85.05154639175258,172.4742268041237,133.4536082474227,166.22680412371133,79.81443298969072"
