Reading 1,Reading 2,Reading 3,Reading 4,Reading 5,Reading 6,Reading 7,Reading 8,Reading 9,Reading 10,Label,Baseline
359,458,442,221,499,358,211,182,290,359,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
382,473,456,249,506,373,240,212,322,381,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
371,457,447,237,507,360,222,193,306,371,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
368,462,440,233,499,355,215,189,299,368,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
377,463,445,235,497,364,211,184,299,378,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
385,474,458,248,494,378,216,194,316,383,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
391,466,453,243,492,376,207,187,322,391,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
382,454,443,242,487,367,196,172,292,382,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
380,462,436,242,499,366,192,164,290,380,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
380,463,437,244,502,367,189,165,285,379,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
371,445,422,236,487,358,190,163,286,370,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
360,436,414,229,478,348,191,163,287,359,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
362,439,418,229,473,345,190,162,282,362,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
354,432,405,221,475,341,185,159,277,352,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
369,449,418,228,489,355,188,161,288,369,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
377,463,429,237,498,362,194,170,299,377,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
383,466,434,240,487,360,209,183,319,383,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
393,475,441,256,510,364,227,199,334,393,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
374,445,425,231,494,341,214,179,318,372,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
380,451,436,229,511,336,218,184,315,381,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
366,444,429,215,501,321,213,173,321,368,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
349,427,420,203,462,317,209,159,315,348,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
350,437,429,206,472,335,217,164,323,350,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
348,432,433,207,479,341,215,156,301,348,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
345,430,434,207,479,343,208,156,335,342,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
348,442,438,211,481,351,207,163,317,347,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
342,441,431,209,471,347,200,163,304,342,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
338,438,428,206,468,346,196,155,299,338,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
344,446,436,210,476,355,199,159,299,344,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
347,446,440,212,482,359,200,162,302,347,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
347,444,439,210,481,360,198,165,299,346,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
346,444,440,209,484,361,196,160,297,346,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
345,443,438,208,481,360,197,157,305,345,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
348,443,441,210,484,363,199,161,305,348,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
348,443,441,210,484,362,201,161,304,348,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
348,444,441,211,484,363,202,159,303,348,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
348,445,441,211,485,363,203,157,305,348,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
345,442,438,209,481,361,203,156,302,345,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
343,440,437,208,479,359,204,157,301,343,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
343,439,437,208,479,360,204,159,301,343,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
341,436,434,207,477,358,205,158,301,341,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
348,446,444,212,489,365,207,159,304,349,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
349,443,438,210,487,359,204,156,300,349,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
349,448,438,207,484,356,199,162,293,349,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
342,443,430,206,473,346,199,159,290,343,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
341,441,429,206,471,345,199,156,288,341,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
344,446,432,208,475,350,198,155,305,344,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
345,449,433,207,476,351,200,152,305,345,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
343,442,429,203,472,346,200,151,306,342,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
341,438,428,202,470,343,201,152,305,341,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
342,434,431,202,472,346,200,154,305,342,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
349,436,438,206,483,351,197,164,303,350,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
349,439,440,208,485,352,196,154,299,349,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
348,438,439,206,482,351,199,152,299,348,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
348,440,439,204,480,350,202,153,298,348,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
349,442,438,206,477,345,203,154,295,349,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
347,444,438,208,474,345,205,155,291,347,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
354,450,444,213,480,353,206,156,287,354,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
354,447,442,213,477,353,207,156,286,354,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
356,450,445,216,478,356,209,157,282,356,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
355,448,444,216,475,359,210,158,280,355,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
354,451,444,216,474,361,212,161,281,354,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
354,454,445,216,474,360,215,160,283,354,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
352,454,444,213,470,357,215,162,281,352,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
361,462,458,219,484,370,213,162,280,361,right_leg_cross,"61.34020618556701,67.10309278350516,91.34020618556701,65.4639175257732,79.0721649484536,67.71134020618557,102.87628865979381,115.56701030927834,155.95876288659792,61.49484536082474"
