Reading 1,Reading 2,Reading 3,Reading 4,Label,Baseline
551,565,580,559,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
551,565,580,559,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
551,565,580,559,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
551,566,580,558,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
549,566,580,558,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
549,568,579,558,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
549,568,579,557,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
549,568,579,557,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
550,569,579,557,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
550,567,579,557,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
550,569,579,557,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
549,568,579,558,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
547,567,579,558,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
546,567,579,558,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
546,567,579,558,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
546,567,579,558,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
546,567,579,558,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
547,566,579,557,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
547,566,580,556,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
547,568,579,555,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
547,569,580,555,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
547,569,580,555,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
547,570,580,555,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
547,570,580,555,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
547,570,580,555,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
547,571,580,555,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
547,571,580,555,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
547,571,580,556,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
548,571,580,556,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
547,571,580,556,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
547,571,580,556,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
547,571,580,556,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
547,571,580,556,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
546,570,579,556,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
546,569,579,556,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
546,568,579,556,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
548,567,579,556,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
551,565,578,555,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
555,564,578,555,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
559,564,578,554,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
563,566,578,555,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
565,567,578,555,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
566,568,578,555,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
566,569,578,556,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
566,569,578,556,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
566,569,578,556,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
566,570,579,557,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
565,570,579,557,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
564,570,579,557,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
563,570,579,558,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
562,570,579,557,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
561,570,579,557,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
561,570,579,558,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
561,571,579,558,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
561,571,579,558,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
562,570,579,557,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
562,570,579,557,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
562,570,579,557,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
562,570,579,559,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
562,570,579,558,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
562,571,580,559,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
562,571,580,559,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
562,570,580,559,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
562,569,581,559,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
561,569,580,559,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
560,569,580,559,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
560,569,581,560,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
562,569,580,560,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
561,569,581,559,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
560,569,580,559,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
559,569,580,559,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
559,569,580,559,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
559,569,580,560,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
560,569,580,560,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
560,569,580,560,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
561,569,580,560,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
562,569,580,560,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
562,568,580,560,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
562,568,580,560,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
562,567,580,559,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
562,566,581,559,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
562,566,581,558,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
561,566,580,557,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
561,566,581,556,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
560,565,580,554,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
561,565,580,553,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
560,565,580,552,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
560,565,580,552,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
559,566,579,551,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
559,566,580,552,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
557,566,580,552,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
555,566,579,552,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
552,565,579,551,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
551,566,579,551,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
551,566,579,551,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
551,566,579,551,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
552,566,579,552,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
552,564,580,552,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
551,563,580,552,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
550,561,580,552,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
550,560,580,552,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
550,560,580,552,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
550,559,580,552,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
550,559,580,552,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
551,559,580,552,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
552,559,580,551,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
551,560,580,551,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
551,560,580,551,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
550,560,580,551,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
548,560,580,552,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
546,560,581,552,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
543,561,580,552,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
542,560,580,552,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
543,560,580,552,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
543,561,580,552,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
543,560,580,552,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
544,561,580,552,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
544,560,581,552,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
544,561,581,553,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
545,561,581,552,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
546,560,581,552,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
545,560,581,553,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
546,560,581,553,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
546,560,581,553,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
546,561,581,553,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
545,561,581,553,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
546,561,581,552,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
548,560,580,552,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
548,560,580,551,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
547,559,579,551,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
547,559,579,551,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
546,560,579,551,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
547,560,579,551,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
547,560,578,551,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
547,560,578,551,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
548,560,578,551,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
548,560,578,551,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
548,560,579,551,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
547,560,579,550,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
546,561,580,550,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
542,560,580,550,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
540,559,581,550,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
539,557,581,550,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
537,556,579,550,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
539,558,578,548,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
541,558,577,548,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
542,559,577,548,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
544,559,577,548,lean forward,"256.0618556701031,229.8659793814433,151.3298969072165,139.28865979381445"
