Reading 1,Reading 2,Reading 3,Reading 4,Label,Baseline
640,510,594,482,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
639,509,594,481,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
639,510,594,481,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
641,510,594,480,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
642,509,595,480,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
641,509,595,480,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
641,510,595,481,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
642,510,595,481,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
641,510,595,480,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
645,510,595,480,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
644,510,595,479,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
645,510,595,479,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
646,510,595,479,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
646,510,595,479,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
645,509,594,479,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
644,509,594,478,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
645,509,594,477,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
645,509,594,476,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
646,509,594,476,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
646,508,593,475,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
645,508,593,475,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
641,507,593,474,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
641,506,592,472,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
641,505,592,471,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
639,505,592,472,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
641,506,592,472,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
642,505,592,472,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
642,505,592,473,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
644,506,593,473,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
644,506,593,474,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
644,506,593,474,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
646,506,593,474,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
645,507,594,475,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
645,507,595,476,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
645,507,594,475,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
646,507,594,476,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
643,507,594,476,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
645,507,594,476,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
643,508,594,476,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
644,507,594,476,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
645,507,594,477,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
647,507,594,476,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
645,508,595,477,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
644,507,595,476,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
645,507,594,476,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
644,507,595,477,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
644,507,596,477,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
643,507,595,476,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
644,507,595,476,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
643,508,596,476,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
643,507,595,476,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
643,507,595,475,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
644,508,595,474,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
645,507,595,473,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
643,507,595,472,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
643,507,595,472,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
642,506,595,473,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
646,506,595,472,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
645,506,595,472,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
645,507,596,472,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
645,507,595,471,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
643,506,595,471,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
644,506,595,471,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
645,507,596,472,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
644,506,595,470,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
644,506,596,470,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
647,506,596,470,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
645,507,597,470,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
648,508,597,470,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
648,508,598,471,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
647,509,598,472,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
645,508,598,471,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
645,508,597,470,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
646,507,597,470,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
648,507,596,470,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
647,507,597,470,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
646,507,596,470,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
645,506,596,470,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
646,506,596,470,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
642,506,595,470,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
642,506,596,470,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
646,506,597,471,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
646,506,597,472,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
646,505,596,471,lean left,"263.6185567010309,238.89690721649484,139.23711340206185,154.64948453608247"
