Reading 1,Reading 2,Reading 3,Reading 4,Reading 5,Reading 6,Reading 7,Reading 8,Label,Baseline
556,539,480,473,293,410,181,187,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
551,539,488,471,293,408,180,187,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
548,540,488,472,291,408,181,187,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
548,539,489,472,290,408,181,187,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
548,540,492,472,291,408,182,187,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
547,539,490,472,290,407,181,187,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
548,540,491,473,290,409,181,187,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
550,543,493,475,293,410,182,187,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
555,548,496,480,296,415,184,190,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
557,548,496,480,296,416,185,191,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
555,548,497,479,295,416,184,191,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
556,547,495,479,295,414,184,190,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
558,549,495,479,296,415,185,191,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
564,553,498,484,298,418,186,192,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
565,554,498,484,298,418,186,193,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
563,553,496,482,296,417,186,193,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
561,549,493,481,294,416,185,193,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
558,548,490,479,292,414,183,190,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
557,547,488,478,291,413,183,189,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
560,549,495,481,293,416,184,190,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
561,552,495,482,294,417,185,191,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
560,550,501,481,294,415,185,191,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
559,549,501,480,292,413,184,190,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
564,554,505,484,294,416,186,192,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
569,559,501,489,295,419,188,194,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
568,559,506,488,295,419,188,194,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
569,559,505,488,295,419,188,195,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
569,560,506,489,295,420,188,195,lean right,"216.29896907216494,157.38144329896906,106.63917525773196,64.41237113402062,78.9381443298969,167.58762886597938,195.15463917525773,152.05154639175257"
