Reading 1,Reading 2,Reading 3,Reading 4,Reading 5,Reading 6,Reading 7,Reading 8,Label,Baseline
506,552,559,518,511,433,196,172,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
506,553,560,520,510,434,196,172,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
506,553,558,520,507,435,196,172,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
507,553,559,520,504,433,196,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
507,553,559,520,501,433,196,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
507,555,561,522,502,434,196,172,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
507,555,560,520,501,435,196,172,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
507,554,560,519,500,435,196,172,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
507,554,560,518,501,436,196,172,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
508,554,560,518,501,436,196,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
507,553,559,516,501,436,196,172,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
507,553,558,516,502,437,196,172,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
506,553,558,514,504,438,196,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
499,544,550,506,503,437,196,174,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
510,557,561,516,504,434,196,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
511,557,562,517,504,432,196,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
511,557,562,517,503,431,196,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
512,557,564,518,503,429,196,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
513,559,565,519,503,428,196,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
514,559,564,519,503,427,197,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
512,558,562,518,503,429,196,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
510,556,562,516,502,430,196,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
510,557,562,517,499,429,196,174,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
510,558,563,518,494,426,196,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
511,559,565,519,492,426,195,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
510,559,563,518,495,427,196,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
511,559,563,517,494,426,196,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
509,559,563,518,490,423,196,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
510,559,565,518,489,427,195,172,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
513,561,566,520,489,429,196,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
513,562,566,519,487,427,197,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
514,563,567,520,486,421,197,173,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
516,564,568,521,488,419,196,172,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
516,565,570,521,489,415,196,172,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
516,563,569,520,489,408,196,172,slouch,"232.08247422680412,152.62886597938143,96.09278350515464,70.16494845360825,69.43298969072166,157.1340206185567,196.1443298969072,169.38144329896906"
