Reading 1,Reading 2,Reading 3,Reading 4,Label,Baseline
502,635,502,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
502,635,502,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
502,635,502,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
502,635,502,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
501,635,502,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
501,635,501,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
500,635,501,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,635,501,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
497,635,500,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
497,635,500,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
497,635,500,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
497,634,500,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,634,500,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,634,500,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
497,634,500,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
496,635,501,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
495,635,501,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
493,635,501,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
492,635,501,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
494,635,501,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
494,635,502,570,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
496,636,502,570,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
496,637,502,570,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
497,636,502,570,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
497,636,502,569,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
497,636,502,570,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,636,502,570,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,636,502,570,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,636,503,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,636,503,570,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,636,503,570,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,636,503,570,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,636,503,570,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,637,503,570,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,635,503,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,635,503,570,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,635,503,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,635,503,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,635,503,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,635,503,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,635,504,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,635,504,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,634,504,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,634,504,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,634,504,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,634,504,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,634,504,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,634,504,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,634,504,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,634,504,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,634,504,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,635,504,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,635,505,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,634,504,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,635,505,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
500,635,504,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
500,635,504,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
500,635,505,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
500,635,504,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
500,635,505,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
500,635,505,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
500,635,505,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
500,635,505,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
500,635,505,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
500,635,505,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
500,635,505,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
500,635,505,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
500,635,505,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
500,635,505,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
500,635,505,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
500,635,506,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
501,636,505,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
501,635,505,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
501,635,506,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
501,635,506,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
501,635,506,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
501,635,506,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
501,635,506,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
501,635,506,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
501,636,506,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
501,635,506,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
501,635,506,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
501,635,506,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
500,635,506,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
500,635,506,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
500,635,507,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
500,635,507,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,636,507,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,636,507,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,636,507,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,635,507,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,635,507,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,635,507,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,635,507,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,636,507,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,636,507,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,635,507,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,636,507,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,635,507,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,635,507,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,635,506,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,635,506,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,635,507,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,635,507,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,635,506,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,635,507,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
499,635,506,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,635,506,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,635,507,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,635,507,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,635,507,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,635,507,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,635,507,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,635,507,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,635,507,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
498,634,507,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
497,634,507,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
496,635,507,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
494,636,506,573,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
494,635,506,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
493,635,506,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
493,635,506,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
493,635,506,570,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
494,635,506,569,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
494,635,507,569,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
494,635,507,569,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
494,636,506,569,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
494,636,507,569,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
494,636,507,569,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
494,636,507,570,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
494,636,507,569,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
494,636,508,570,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
495,636,507,569,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
495,636,507,569,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
495,636,507,569,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
495,636,507,569,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
495,636,507,569,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
495,636,508,569,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
495,636,508,569,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
495,636,508,569,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
495,636,507,569,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
495,636,507,570,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
495,636,508,570,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
495,636,508,570,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
495,637,508,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
496,637,509,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
496,637,509,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
496,636,509,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
496,636,509,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
497,636,510,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
496,637,509,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
495,637,509,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
495,637,509,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
495,637,509,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
494,638,510,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
494,637,509,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
495,637,509,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
495,637,509,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
495,636,510,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
495,637,510,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
495,637,510,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
495,636,510,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
495,637,510,571,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
494,637,511,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
494,637,511,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
494,637,511,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
493,637,511,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
493,637,511,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
494,637,511,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
494,637,511,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
494,636,511,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
494,636,512,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
494,636,512,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
494,636,512,572,lean right,"262.78350515463916,240.64948453608247,143.15463917525773,152.76288659793815"
